generation,member,pi_obj_func,nsga2_front,nsga2_crowding_distance,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
3,gen=2_member=236_pso,-47939.2,160,-999,198.351,198,0,2.01937e+11
3,gen=1_member=160_pso,44966,161,-999,18525.4,18525,0,2.0699e+11
3,gen=1_member=180_pso,-467.582,163,-999,6171.38,6171,0,2.16762e+11
3,gen=0_member=52,38956.3,164,-999,17145.4,17145,0,2.1715e+11
3,gen=1_member=126_pso,-43436,165,-999,395.385,395,0,2.21638e+11
3,gen=1_member=178_pso,16272.8,166,-999,12075.4,12075,0,2.22288e+11
3,gen=1_member=185_pso,-25499.6,167,-999,2123.4,2123,0,2.28003e+11
3,gen=2_member=269_pso,-3714.53,169,-999,5336.41,5336,0,2.37862e+11
3,gen=1_member=141_pso,5121.58,170,-999,8073.41,8073,0,2.38538e+11
3,gen=2_member=249_pso,11464.7,172,-999,9831.42,9831,0,2.3976e+11
3,gen=1_member=114_pso,31233.6,174,-999,15330.4,15330,0,2.41031e+11
3,gen=1_member=135_pso,41390.4,176,-999,17810.4,17810,0,2.46378e+11
3,gen=2_member=258_pso,-30655.1,177,-999,1173.43,1173,0,2.49948e+11
3,gen=2_member=223_pso,-17923.5,178,-999,2681.43,2681,0,2.50011e+11
3,gen=2_member=297_pso,-30625.2,179,-999,1365.44,1365,0,2.54109e+11
3,gen=1_member=105_pso,20138.9,181,-999,12798.4,12798,0,2.57496e+11
3,gen=2_member=245_pso,-38382.5,182,-999,591.454,591,0,2.61444e+11
3,gen=2_member=218_pso,39967.8,184,-999,17423.5,17423,0,2.64212e+11
