child,parent_1,parent_2,parent_3
GEN=8_MEMBER=855_PSO,GEN=3_MEMBER=345_PSO,,
GEN=8_MEMBER=856_PSO,GEN=2_MEMBER=260_PSO,,
GEN=8_MEMBER=857_PSO,GEN=3_MEMBER=360_PSO,,
GEN=8_MEMBER=858_PSO,GEN=3_MEMBER=305_PSO,,
GEN=8_MEMBER=859_PSO,GEN=2_MEMBER=210_PSO,,
GEN=8_MEMBER=860_PSO,GEN=4_MEMBER=491_PSO,,
GEN=8_MEMBER=861_PSO,GEN=6_MEMBER=616_PSO,,
GEN=8_MEMBER=862_PSO,GEN=3_MEMBER=382_PSO,,
GEN=8_MEMBER=863_PSO,GEN=4_MEMBER=403_PSO,,
GEN=8_MEMBER=864_PSO,GEN=7_MEMBER=791_PSO,,
GEN=8_MEMBER=865_PSO,GEN=4_MEMBER=498_PSO,,
GEN=8_MEMBER=866_PSO,GEN=6_MEMBER=692_PSO,,
GEN=8_MEMBER=867_PSO,GEN=2_MEMBER=258_PSO,,
GEN=8_MEMBER=868_PSO,GEN=1_MEMBER=174_PSO,,
GEN=8_MEMBER=869_PSO,GEN=4_MEMBER=443_PSO,,
GEN=8_MEMBER=870_PSO,GEN=0_MEMBER=66,,
GEN=8_MEMBER=871_PSO,GEN=5_MEMBER=541_PSO,,
GEN=8_MEMBER=872_PSO,GEN=2_MEMBER=291_PSO,,
GEN=8_MEMBER=873_PSO,GEN=0_MEMBER=36,,
GEN=8_MEMBER=874_PSO,GEN=1_MEMBER=130_PSO,,
GEN=8_MEMBER=875_PSO,GEN=4_MEMBER=416_PSO,,
GEN=8_MEMBER=876_PSO,GEN=4_MEMBER=475_PSO,,
GEN=8_MEMBER=877_PSO,GEN=1_MEMBER=102_PSO,,
GEN=8_MEMBER=878_PSO,GEN=5_MEMBER=522_PSO,,
GEN=8_MEMBER=879_PSO,GEN=5_MEMBER=583_PSO,,
GEN=8_MEMBER=880_PSO,GEN=4_MEMBER=418_PSO,,
GEN=8_MEMBER=881_PSO,GEN=6_MEMBER=603_PSO,,
GEN=8_MEMBER=882_PSO,GEN=6_MEMBER=620_PSO,,
GEN=8_MEMBER=883_PSO,GEN=6_MEMBER=673_PSO,,
GEN=8_MEMBER=884_PSO,GEN=4_MEMBER=454_PSO,,
GEN=8_MEMBER=885_PSO,GEN=5_MEMBER=556_PSO,,
GEN=8_MEMBER=886_PSO,GEN=6_MEMBER=691_PSO,,
GEN=8_MEMBER=887_PSO,GEN=7_MEMBER=715_PSO,,
GEN=8_MEMBER=888_PSO,GEN=4_MEMBER=486_PSO,,
GEN=8_MEMBER=889_PSO,GEN=6_MEMBER=629_PSO,,
GEN=8_MEMBER=890_PSO,GEN=1_MEMBER=122_PSO,,
GEN=8_MEMBER=891_PSO,GEN=4_MEMBER=487_PSO,,
GEN=8_MEMBER=892_PSO,GEN=1_MEMBER=113_PSO,,
GEN=8_MEMBER=893_PSO,GEN=4_MEMBER=425_PSO,,
GEN=8_MEMBER=894_PSO,GEN=2_MEMBER=212_PSO,,
GEN=8_MEMBER=895_PSO,GEN=5_MEMBER=586_PSO,,
GEN=8_MEMBER=896_PSO,GEN=3_MEMBER=308_PSO,,
GEN=8_MEMBER=897_PSO,GEN=0_MEMBER=34,,
GEN=8_MEMBER=898_PSO,GEN=4_MEMBER=458_PSO,,
GEN=8_MEMBER=899_PSO,GEN=3_MEMBER=363_PSO,,
GEN=9_MEMBER=900_PSO,GEN=7_MEMBER=772_PSO,,
GEN=9_MEMBER=901_PSO,GEN=7_MEMBER=732_PSO,,
GEN=9_MEMBER=902_PSO,GEN=1_MEMBER=114_PSO,,
GEN=9_MEMBER=903_PSO,GEN=3_MEMBER=352_PSO,,
GEN=9_MEMBER=904_PSO,GEN=7_MEMBER=723_PSO,,
GEN=9_MEMBER=905_PSO,GEN=8_MEMBER=812_PSO,,
GEN=9_MEMBER=906_PSO,GEN=4_MEMBER=450_PSO,,
GEN=9_MEMBER=907_PSO,GEN=5_MEMBER=503_PSO,,
GEN=9_MEMBER=908_PSO,GEN=7_MEMBER=749_PSO,,
GEN=9_MEMBER=909_PSO,GEN=8_MEMBER=861_PSO,,
GEN=9_MEMBER=910_PSO,GEN=4_MEMBER=413_PSO,,
GEN=9_MEMBER=911_PSO,GEN=8_MEMBER=840_PSO,,
GEN=9_MEMBER=912_PSO,GEN=6_MEMBER=630_PSO,,
GEN=9_MEMBER=913_PSO,GEN=7_MEMBER=724_PSO,,
GEN=9_MEMBER=914_PSO,GEN=7_MEMBER=736_PSO,,
GEN=9_MEMBER=915_PSO,GEN=7_MEMBER=726_PSO,,
GEN=9_MEMBER=916_PSO,GEN=4_MEMBER=408_PSO,,
GEN=9_MEMBER=917_PSO,GEN=8_MEMBER=804_PSO,,
GEN=9_MEMBER=918_PSO,GEN=1_MEMBER=103_PSO,,
GEN=9_MEMBER=919_PSO,GEN=8_MEMBER=821_PSO,,
GEN=9_MEMBER=920_PSO,GEN=4_MEMBER=421_PSO,,
GEN=9_MEMBER=921_PSO,GEN=4_MEMBER=494_PSO,,
GEN=9_MEMBER=922_PSO,GEN=8_MEMBER=877_PSO,,
GEN=9_MEMBER=923_PSO,GEN=8_MEMBER=846_PSO,,
GEN=9_MEMBER=924_PSO,GEN=1_MEMBER=146_PSO,,
GEN=9_MEMBER=925_PSO,GEN=4_MEMBER=499_PSO,,
GEN=9_MEMBER=926_PSO,GEN=6_MEMBER=611_PSO,,
GEN=9_MEMBER=927_PSO,GEN=5_MEMBER=591_PSO,,
GEN=9_MEMBER=928_PSO,GEN=5_MEMBER=533_PSO,,
GEN=9_MEMBER=929_PSO,GEN=6_MEMBER=669_PSO,,
GEN=9_MEMBER=930_PSO,GEN=1_MEMBER=120_PSO,,
GEN=9_MEMBER=931_PSO,GEN=5_MEMBER=544_PSO,,
GEN=9_MEMBER=932_PSO,GEN=5_MEMBER=540_PSO,,
GEN=9_MEMBER=933_PSO,GEN=6_MEMBER=676_PSO,,
GEN=9_MEMBER=934_PSO,GEN=6_MEMBER=644_PSO,,
GEN=9_MEMBER=935_PSO,GEN=8_MEMBER=835_PSO,,
GEN=9_MEMBER=936_PSO,GEN=8_MEMBER=857_PSO,,
GEN=9_MEMBER=937_PSO,GEN=8_MEMBER=833_PSO,,
GEN=9_MEMBER=938_PSO,GEN=8_MEMBER=885_PSO,,
GEN=9_MEMBER=939_PSO,GEN=3_MEMBER=393_PSO,,
GEN=9_MEMBER=940_PSO,GEN=8_MEMBER=822_PSO,,
GEN=9_MEMBER=941_PSO,GEN=3_MEMBER=315_PSO,,
GEN=9_MEMBER=942_PSO,GEN=6_MEMBER=657_PSO,,
GEN=9_MEMBER=943_PSO,GEN=6_MEMBER=634_PSO,,
GEN=9_MEMBER=944_PSO,GEN=3_MEMBER=380_PSO,,
GEN=9_MEMBER=945_PSO,GEN=6_MEMBER=639_PSO,,
GEN=9_MEMBER=946_PSO,GEN=8_MEMBER=882_PSO,,
GEN=9_MEMBER=947_PSO,GEN=7_MEMBER=764_PSO,,
GEN=9_MEMBER=948_PSO,GEN=7_MEMBER=769_PSO,,
GEN=9_MEMBER=949_PSO,GEN=6_MEMBER=607_PSO,,
GEN=9_MEMBER=950_PSO,GEN=4_MEMBER=496_PSO,,
GEN=9_MEMBER=951_PSO,GEN=8_MEMBER=830_PSO,,
GEN=9_MEMBER=952_PSO,GEN=4_MEMBER=478_PSO,,
GEN=9_MEMBER=953_PSO,GEN=5_MEMBER=527_PSO,,
GEN=9_MEMBER=954_PSO,GEN=8_MEMBER=880_PSO,,
GEN=9_MEMBER=955_PSO,GEN=3_MEMBER=351_PSO,,
GEN=9_MEMBER=956_PSO,GEN=5_MEMBER=521_PSO,,
GEN=9_MEMBER=957_PSO,GEN=6_MEMBER=665_PSO,,
GEN=9_MEMBER=958_PSO,GEN=7_MEMBER=729_PSO,,
GEN=9_MEMBER=959_PSO,GEN=1_MEMBER=194_PSO,,
GEN=9_MEMBER=960_PSO,GEN=8_MEMBER=850_PSO,,
GEN=9_MEMBER=961_PSO,GEN=8_MEMBER=817_PSO,,
GEN=9_MEMBER=962_PSO,GEN=2_MEMBER=202_PSO,,
GEN=9_MEMBER=963_PSO,GEN=8_MEMBER=881_PSO,,
GEN=9_MEMBER=964_PSO,GEN=2_MEMBER=223_PSO,,
GEN=9_MEMBER=965_PSO,GEN=2_MEMBER=288_PSO,,
GEN=9_MEMBER=966_PSO,GEN=4_MEMBER=411_PSO,,
GEN=9_MEMBER=967_PSO,GEN=7_MEMBER=733_PSO,,
GEN=9_MEMBER=968_PSO,GEN=3_MEMBER=339_PSO,,
GEN=9_MEMBER=969_PSO,GEN=5_MEMBER=508_PSO,,
GEN=9_MEMBER=970_PSO,GEN=1_MEMBER=183_PSO,,
GEN=9_MEMBER=971_PSO,GEN=8_MEMBER=800_PSO,,
GEN=9_MEMBER=972_PSO,GEN=7_MEMBER=703_PSO,,
GEN=9_MEMBER=973_PSO,GEN=2_MEMBER=262_PSO,,
GEN=9_MEMBER=974_PSO,GEN=3_MEMBER=345_PSO,,
GEN=9_MEMBER=975_PSO,GEN=2_MEMBER=260_PSO,,
GEN=9_MEMBER=976_PSO,GEN=8_MEMBER=810_PSO,,
GEN=9_MEMBER=977_PSO,GEN=3_MEMBER=360_PSO,,
GEN=9_MEMBER=978_PSO,GEN=3_MEMBER=305_PSO,,
GEN=9_MEMBER=979_PSO,GEN=8_MEMBER=878_PSO,,
GEN=9_MEMBER=980_PSO,GEN=2_MEMBER=210_PSO,,
GEN=9_MEMBER=981_PSO,GEN=4_MEMBER=491_PSO,,
GEN=9_MEMBER=982_PSO,GEN=6_MEMBER=616_PSO,,
GEN=9_MEMBER=983_PSO,GEN=3_MEMBER=382_PSO,,
GEN=9_MEMBER=984_PSO,GEN=4_MEMBER=403_PSO,,
GEN=9_MEMBER=985_PSO,GEN=7_MEMBER=791_PSO,,
GEN=9_MEMBER=986_PSO,GEN=4_MEMBER=498_PSO,,
GEN=9_MEMBER=987_PSO,GEN=8_MEMBER=847_PSO,,
GEN=9_MEMBER=988_PSO,GEN=8_MEMBER=801_PSO,,
GEN=9_MEMBER=989_PSO,GEN=6_MEMBER=692_PSO,,
GEN=9_MEMBER=990_PSO,GEN=2_MEMBER=258_PSO,,
GEN=9_MEMBER=991_PSO,GEN=1_MEMBER=174_PSO,,
GEN=9_MEMBER=992_PSO,GEN=4_MEMBER=443_PSO,,
GEN=9_MEMBER=993_PSO,GEN=0_MEMBER=66,,
GEN=9_MEMBER=994_PSO,GEN=5_MEMBER=541_PSO,,
GEN=9_MEMBER=995_PSO,GEN=2_MEMBER=291_PSO,,
GEN=9_MEMBER=996_PSO,GEN=0_MEMBER=36,,
GEN=9_MEMBER=997_PSO,GEN=8_MEMBER=836_PSO,,
GEN=9_MEMBER=998_PSO,GEN=1_MEMBER=130_PSO,,
GEN=9_MEMBER=999_PSO,GEN=4_MEMBER=416_PSO,,
GEN=10_MEMBER=1000_PSO,GEN=7_MEMBER=772_PSO,,
GEN=10_MEMBER=1001_PSO,GEN=9_MEMBER=989_PSO,,
GEN=10_MEMBER=1002_PSO,GEN=7_MEMBER=732_PSO,,
GEN=10_MEMBER=1003_PSO,GEN=1_MEMBER=114_PSO,,
GEN=10_MEMBER=1004_PSO,GEN=3_MEMBER=352_PSO,,
GEN=10_MEMBER=1005_PSO,GEN=7_MEMBER=723_PSO,,
GEN=10_MEMBER=1006_PSO,GEN=8_MEMBER=812_PSO,,
GEN=10_MEMBER=1007_PSO,GEN=9_MEMBER=940_PSO,,
GEN=10_MEMBER=1008_PSO,GEN=9_MEMBER=905_PSO,,
GEN=10_MEMBER=1009_PSO,GEN=4_MEMBER=450_PSO,,
GEN=10_MEMBER=1010_PSO,GEN=5_MEMBER=503_PSO,,
GEN=10_MEMBER=1011_PSO,GEN=7_MEMBER=749_PSO,,
GEN=10_MEMBER=1012_PSO,GEN=8_MEMBER=861_PSO,,
GEN=10_MEMBER=1013_PSO,GEN=4_MEMBER=413_PSO,,
GEN=10_MEMBER=1014_PSO,GEN=8_MEMBER=840_PSO,,
GEN=10_MEMBER=1015_PSO,GEN=6_MEMBER=630_PSO,,
GEN=10_MEMBER=1016_PSO,GEN=7_MEMBER=724_PSO,,
GEN=10_MEMBER=1017_PSO,GEN=7_MEMBER=736_PSO,,
GEN=10_MEMBER=1018_PSO,GEN=7_MEMBER=726_PSO,,
GEN=10_MEMBER=1019_PSO,GEN=4_MEMBER=408_PSO,,
GEN=10_MEMBER=1020_PSO,GEN=8_MEMBER=804_PSO,,
GEN=10_MEMBER=1021_PSO,GEN=1_MEMBER=103_PSO,,
GEN=10_MEMBER=1022_PSO,GEN=8_MEMBER=821_PSO,,
GEN=10_MEMBER=1023_PSO,GEN=9_MEMBER=953_PSO,,
GEN=10_MEMBER=1024_PSO,GEN=4_MEMBER=421_PSO,,
GEN=10_MEMBER=1025_PSO,GEN=9_MEMBER=968_PSO,,
GEN=10_MEMBER=1026_PSO,GEN=4_MEMBER=494_PSO,,
GEN=10_MEMBER=1027_PSO,GEN=8_MEMBER=877_PSO,,
GEN=10_MEMBER=1028_PSO,GEN=8_MEMBER=846_PSO,,
GEN=10_MEMBER=1029_PSO,GEN=1_MEMBER=146_PSO,,
GEN=10_MEMBER=1030_PSO,GEN=4_MEMBER=499_PSO,,
GEN=10_MEMBER=1031_PSO,GEN=6_MEMBER=611_PSO,,
GEN=10_MEMBER=1032_PSO,GEN=9_MEMBER=942_PSO,,
GEN=10_MEMBER=1033_PSO,GEN=9_MEMBER=964_PSO,,
GEN=10_MEMBER=1034_PSO,GEN=5_MEMBER=591_PSO,,
GEN=10_MEMBER=1035_PSO,GEN=9_MEMBER=909_PSO,,
GEN=10_MEMBER=1036_PSO,GEN=5_MEMBER=533_PSO,,
GEN=10_MEMBER=1037_PSO,GEN=9_MEMBER=915_PSO,,
GEN=10_MEMBER=1038_PSO,GEN=6_MEMBER=669_PSO,,
GEN=10_MEMBER=1039_PSO,GEN=1_MEMBER=120_PSO,,
GEN=10_MEMBER=1040_PSO,GEN=5_MEMBER=544_PSO,,
GEN=10_MEMBER=1041_PSO,GEN=5_MEMBER=540_PSO,,
GEN=10_MEMBER=1042_PSO,GEN=6_MEMBER=676_PSO,,
GEN=10_MEMBER=1043_PSO,GEN=6_MEMBER=644_PSO,,
GEN=10_MEMBER=1044_PSO,GEN=8_MEMBER=835_PSO,,
GEN=10_MEMBER=1045_PSO,GEN=9_MEMBER=945_PSO,,
GEN=10_MEMBER=1046_PSO,GEN=8_MEMBER=857_PSO,,
GEN=10_MEMBER=1047_PSO,GEN=9_MEMBER=960_PSO,,
GEN=10_MEMBER=1048_PSO,GEN=8_MEMBER=833_PSO,,
GEN=10_MEMBER=1049_PSO,GEN=8_MEMBER=885_PSO,,
GEN=10_MEMBER=1050_PSO,GEN=3_MEMBER=393_PSO,,
GEN=10_MEMBER=1051_PSO,GEN=8_MEMBER=822_PSO,,
GEN=10_MEMBER=1052_PSO,GEN=9_MEMBER=954_PSO,,
GEN=10_MEMBER=1053_PSO,GEN=3_MEMBER=315_PSO,,
GEN=10_MEMBER=1054_PSO,GEN=6_MEMBER=657_PSO,,
GEN=10_MEMBER=1055_PSO,GEN=6_MEMBER=634_PSO,,
GEN=10_MEMBER=1056_PSO,GEN=3_MEMBER=380_PSO,,
GEN=10_MEMBER=1057_PSO,GEN=6_MEMBER=639_PSO,,
GEN=10_MEMBER=1058_PSO,GEN=8_MEMBER=882_PSO,,
GEN=10_MEMBER=1059_PSO,GEN=7_MEMBER=764_PSO,,
GEN=10_MEMBER=1060_PSO,GEN=7_MEMBER=769_PSO,,
GEN=10_MEMBER=1061_PSO,GEN=9_MEMBER=963_PSO,,
GEN=10_MEMBER=1062_PSO,GEN=6_MEMBER=607_PSO,,
GEN=10_MEMBER=1063_PSO,GEN=4_MEMBER=496_PSO,,
GEN=10_MEMBER=1064_PSO,GEN=8_MEMBER=830_PSO,,
GEN=10_MEMBER=1065_PSO,GEN=4_MEMBER=478_PSO,,
GEN=10_MEMBER=1066_PSO,GEN=5_MEMBER=527_PSO,,
GEN=10_MEMBER=1067_PSO,GEN=8_MEMBER=880_PSO,,
GEN=10_MEMBER=1068_PSO,GEN=9_MEMBER=999_PSO,,
GEN=10_MEMBER=1069_PSO,GEN=3_MEMBER=351_PSO,,
GEN=10_MEMBER=1070_PSO,GEN=5_MEMBER=521_PSO,,
GEN=10_MEMBER=1071_PSO,GEN=6_MEMBER=665_PSO,,
GEN=10_MEMBER=1072_PSO,GEN=7_MEMBER=729_PSO,,
GEN=10_MEMBER=1073_PSO,GEN=1_MEMBER=194_PSO,,
GEN=10_MEMBER=1074_PSO,GEN=9_MEMBER=938_PSO,,
GEN=10_MEMBER=1075_PSO,GEN=9_MEMBER=948_PSO,,
GEN=10_MEMBER=1076_PSO,GEN=8_MEMBER=850_PSO,,
GEN=10_MEMBER=1077_PSO,GEN=9_MEMBER=952_PSO,,
GEN=10_MEMBER=1078_PSO,GEN=8_MEMBER=817_PSO,,
GEN=10_MEMBER=1079_PSO,GEN=2_MEMBER=202_PSO,,
GEN=10_MEMBER=1080_PSO,GEN=8_MEMBER=881_PSO,,
GEN=10_MEMBER=1081_PSO,GEN=2_MEMBER=223_PSO,,
GEN=10_MEMBER=1082_PSO,GEN=9_MEMBER=910_PSO,,
GEN=10_MEMBER=1083_PSO,GEN=2_MEMBER=288_PSO,,
GEN=10_MEMBER=1084_PSO,GEN=4_MEMBER=411_PSO,,
GEN=10_MEMBER=1085_PSO,GEN=7_MEMBER=733_PSO,,
GEN=10_MEMBER=1086_PSO,GEN=3_MEMBER=339_PSO,,
GEN=10_MEMBER=1087_PSO,GEN=9_MEMBER=929_PSO,,
GEN=10_MEMBER=1088_PSO,GEN=9_MEMBER=904_PSO,,
GEN=10_MEMBER=1089_PSO,GEN=5_MEMBER=508_PSO,,
GEN=10_MEMBER=1090_PSO,GEN=9_MEMBER=920_PSO,,
GEN=10_MEMBER=1091_PSO,GEN=1_MEMBER=183_PSO,,
GEN=10_MEMBER=1092_PSO,GEN=9_MEMBER=981_PSO,,
GEN=10_MEMBER=1093_PSO,GEN=9_MEMBER=949_PSO,,
GEN=10_MEMBER=1094_PSO,GEN=9_MEMBER=900_PSO,,
GEN=10_MEMBER=1095_PSO,GEN=8_MEMBER=800_PSO,,
GEN=10_MEMBER=1096_PSO,GEN=7_MEMBER=703_PSO,,
GEN=10_MEMBER=1097_PSO,GEN=2_MEMBER=262_PSO,,
GEN=10_MEMBER=1098_PSO,GEN=3_MEMBER=345_PSO,,
GEN=10_MEMBER=1099_PSO,GEN=2_MEMBER=260_PSO,,
GEN=11_MEMBER=1100_PSO,GEN=7_MEMBER=772_PSO,,
GEN=11_MEMBER=1101_PSO,GEN=9_MEMBER=989_PSO,,
GEN=11_MEMBER=1102_PSO,GEN=7_MEMBER=732_PSO,,
GEN=11_MEMBER=1103_PSO,GEN=1_MEMBER=114_PSO,,
GEN=11_MEMBER=1104_PSO,GEN=3_MEMBER=352_PSO,,
GEN=11_MEMBER=1105_PSO,GEN=7_MEMBER=723_PSO,,
GEN=11_MEMBER=1106_PSO,GEN=8_MEMBER=812_PSO,,
GEN=11_MEMBER=1107_PSO,GEN=10_MEMBER=1006_PSO,,
GEN=11_MEMBER=1108_PSO,GEN=9_MEMBER=940_PSO,,
GEN=11_MEMBER=1109_PSO,GEN=9_MEMBER=905_PSO,,
GEN=11_MEMBER=1110_PSO,GEN=4_MEMBER=450_PSO,,
GEN=11_MEMBER=1111_PSO,GEN=5_MEMBER=503_PSO,,
GEN=11_MEMBER=1112_PSO,GEN=7_MEMBER=749_PSO,,
GEN=11_MEMBER=1113_PSO,GEN=8_MEMBER=861_PSO,,
GEN=11_MEMBER=1114_PSO,GEN=4_MEMBER=413_PSO,,
GEN=11_MEMBER=1115_PSO,GEN=8_MEMBER=840_PSO,,
GEN=11_MEMBER=1116_PSO,GEN=10_MEMBER=1027_PSO,,
GEN=11_MEMBER=1117_PSO,GEN=10_MEMBER=1086_PSO,,
GEN=11_MEMBER=1118_PSO,GEN=6_MEMBER=630_PSO,,
GEN=11_MEMBER=1119_PSO,GEN=7_MEMBER=724_PSO,,
GEN=11_MEMBER=1120_PSO,GEN=10_MEMBER=1010_PSO,,
GEN=11_MEMBER=1121_PSO,GEN=10_MEMBER=1088_PSO,,
GEN=11_MEMBER=1122_PSO,GEN=7_MEMBER=736_PSO,,
GEN=11_MEMBER=1123_PSO,GEN=7_MEMBER=726_PSO,,
GEN=11_MEMBER=1124_PSO,GEN=4_MEMBER=408_PSO,,
GEN=11_MEMBER=1125_PSO,GEN=10_MEMBER=1076_PSO,,
GEN=11_MEMBER=1126_PSO,GEN=8_MEMBER=804_PSO,,
GEN=11_MEMBER=1127_PSO,GEN=1_MEMBER=103_PSO,,
GEN=11_MEMBER=1128_PSO,GEN=8_MEMBER=821_PSO,,
GEN=11_MEMBER=1129_PSO,GEN=10_MEMBER=1032_PSO,,
GEN=11_MEMBER=1130_PSO,GEN=9_MEMBER=953_PSO,,
GEN=11_MEMBER=1131_PSO,GEN=4_MEMBER=421_PSO,,
GEN=11_MEMBER=1132_PSO,GEN=9_MEMBER=968_PSO,,
GEN=11_MEMBER=1133_PSO,GEN=4_MEMBER=494_PSO,,
GEN=11_MEMBER=1134_PSO,GEN=8_MEMBER=877_PSO,,
GEN=11_MEMBER=1135_PSO,GEN=8_MEMBER=846_PSO,,
GEN=11_MEMBER=1136_PSO,GEN=10_MEMBER=1024_PSO,,
GEN=11_MEMBER=1137_PSO,GEN=1_MEMBER=146_PSO,,
GEN=11_MEMBER=1138_PSO,GEN=10_MEMBER=1005_PSO,,
GEN=11_MEMBER=1139_PSO,GEN=4_MEMBER=499_PSO,,
GEN=11_MEMBER=1140_PSO,GEN=6_MEMBER=611_PSO,,
GEN=11_MEMBER=1141_PSO,GEN=9_MEMBER=942_PSO,,
GEN=11_MEMBER=1142_PSO,GEN=9_MEMBER=964_PSO,,
GEN=11_MEMBER=1143_PSO,GEN=5_MEMBER=591_PSO,,
GEN=11_MEMBER=1144_PSO,GEN=9_MEMBER=909_PSO,,
GEN=11_MEMBER=1145_PSO,GEN=5_MEMBER=533_PSO,,
GEN=11_MEMBER=1146_PSO,GEN=9_MEMBER=915_PSO,,
GEN=11_MEMBER=1147_PSO,GEN=6_MEMBER=669_PSO,,
GEN=11_MEMBER=1148_PSO,GEN=1_MEMBER=120_PSO,,
GEN=11_MEMBER=1149_PSO,GEN=5_MEMBER=544_PSO,,
GEN=11_MEMBER=1150_PSO,GEN=5_MEMBER=540_PSO,,
GEN=11_MEMBER=1151_PSO,GEN=10_MEMBER=1060_PSO,,
GEN=11_MEMBER=1152_PSO,GEN=10_MEMBER=1094_PSO,,
GEN=11_MEMBER=1153_PSO,GEN=6_MEMBER=676_PSO,,
GEN=11_MEMBER=1154_PSO,GEN=6_MEMBER=644_PSO,,
GEN=11_MEMBER=1155_PSO,GEN=8_MEMBER=835_PSO,,
GEN=11_MEMBER=1156_PSO,GEN=10_MEMBER=1057_PSO,,
GEN=11_MEMBER=1157_PSO,GEN=9_MEMBER=945_PSO,,
GEN=11_MEMBER=1158_PSO,GEN=10_MEMBER=1002_PSO,,
GEN=11_MEMBER=1159_PSO,GEN=8_MEMBER=857_PSO,,
GEN=11_MEMBER=1160_PSO,GEN=10_MEMBER=1085_PSO,,
GEN=11_MEMBER=1161_PSO,GEN=9_MEMBER=960_PSO,,
GEN=11_MEMBER=1162_PSO,GEN=8_MEMBER=833_PSO,,
GEN=11_MEMBER=1163_PSO,GEN=8_MEMBER=885_PSO,,
GEN=11_MEMBER=1164_PSO,GEN=3_MEMBER=393_PSO,,
GEN=11_MEMBER=1165_PSO,GEN=8_MEMBER=822_PSO,,
GEN=11_MEMBER=1166_PSO,GEN=9_MEMBER=954_PSO,,
GEN=11_MEMBER=1167_PSO,GEN=3_MEMBER=315_PSO,,
GEN=11_MEMBER=1168_PSO,GEN=6_MEMBER=657_PSO,,
GEN=11_MEMBER=1169_PSO,GEN=10_MEMBER=1011_PSO,,
GEN=11_MEMBER=1170_PSO,GEN=10_MEMBER=1049_PSO,,
GEN=11_MEMBER=1171_PSO,GEN=6_MEMBER=634_PSO,,
GEN=11_MEMBER=1172_PSO,GEN=10_MEMBER=1051_PSO,,
GEN=11_MEMBER=1173_PSO,GEN=3_MEMBER=380_PSO,,
GEN=11_MEMBER=1174_PSO,GEN=6_MEMBER=639_PSO,,
GEN=11_MEMBER=1175_PSO,GEN=8_MEMBER=882_PSO,,
GEN=11_MEMBER=1176_PSO,GEN=7_MEMBER=764_PSO,,
GEN=11_MEMBER=1177_PSO,GEN=7_MEMBER=769_PSO,,
GEN=11_MEMBER=1178_PSO,GEN=10_MEMBER=1007_PSO,,
GEN=11_MEMBER=1179_PSO,GEN=10_MEMBER=1080_PSO,,
GEN=11_MEMBER=1180_PSO,GEN=9_MEMBER=963_PSO,,
GEN=11_MEMBER=1181_PSO,GEN=6_MEMBER=607_PSO,,
GEN=11_MEMBER=1182_PSO,GEN=4_MEMBER=496_PSO,,
GEN=11_MEMBER=1183_PSO,GEN=8_MEMBER=830_PSO,,
GEN=11_MEMBER=1184_PSO,GEN=4_MEMBER=478_PSO,,
GEN=11_MEMBER=1185_PSO,GEN=5_MEMBER=527_PSO,,
GEN=11_MEMBER=1186_PSO,GEN=8_MEMBER=880_PSO,,
GEN=11_MEMBER=1187_PSO,GEN=9_MEMBER=999_PSO,,
GEN=11_MEMBER=1188_PSO,GEN=3_MEMBER=351_PSO,,
GEN=11_MEMBER=1189_PSO,GEN=10_MEMBER=1096_PSO,,
GEN=11_MEMBER=1190_PSO,GEN=5_MEMBER=521_PSO,,
GEN=11_MEMBER=1191_PSO,GEN=10_MEMBER=1001_PSO,,
GEN=11_MEMBER=1192_PSO,GEN=6_MEMBER=665_PSO,,
GEN=11_MEMBER=1193_PSO,GEN=7_MEMBER=729_PSO,,
GEN=11_MEMBER=1194_PSO,GEN=1_MEMBER=194_PSO,,
GEN=11_MEMBER=1195_PSO,GEN=10_MEMBER=1061_PSO,,
GEN=11_MEMBER=1196_PSO,GEN=10_MEMBER=1020_PSO,,
GEN=11_MEMBER=1197_PSO,GEN=9_MEMBER=938_PSO,,
GEN=11_MEMBER=1198_PSO,GEN=9_MEMBER=948_PSO,,
GEN=11_MEMBER=1199_PSO,GEN=10_MEMBER=1019_PSO,,
GEN=12_MEMBER=1200_PSO,GEN=7_MEMBER=772_PSO,,
GEN=12_MEMBER=1201_PSO,GEN=9_MEMBER=989_PSO,,
GEN=12_MEMBER=1202_PSO,GEN=7_MEMBER=732_PSO,,
GEN=12_MEMBER=1203_PSO,GEN=1_MEMBER=114_PSO,,
GEN=12_MEMBER=1204_PSO,GEN=3_MEMBER=352_PSO,,
GEN=12_MEMBER=1205_PSO,GEN=7_MEMBER=723_PSO,,
GEN=12_MEMBER=1206_PSO,GEN=8_MEMBER=812_PSO,,
GEN=12_MEMBER=1207_PSO,GEN=11_MEMBER=1177_PSO,,
GEN=12_MEMBER=1208_PSO,GEN=11_MEMBER=1147_PSO,,
GEN=12_MEMBER=1209_PSO,GEN=10_MEMBER=1006_PSO,,
GEN=12_MEMBER=1210_PSO,GEN=11_MEMBER=1196_PSO,,
GEN=12_MEMBER=1211_PSO,GEN=9_MEMBER=940_PSO,,
GEN=12_MEMBER=1212_PSO,GEN=9_MEMBER=905_PSO,,
GEN=12_MEMBER=1213_PSO,GEN=4_MEMBER=450_PSO,,
GEN=12_MEMBER=1214_PSO,GEN=11_MEMBER=1164_PSO,,
GEN=12_MEMBER=1215_PSO,GEN=11_MEMBER=1151_PSO,,
GEN=12_MEMBER=1216_PSO,GEN=5_MEMBER=503_PSO,,
